新闻ID,文本,标签
5236,1978 173 1212 313 417 1017 1276 630 357 1445 2392 1487 2205 1193,1
5237,132 2172 618 681 2764 1985 1978 758 213 2657 1103 1255 1169 2084,3
5238,1891 2667 2536 1609 2764 1298 2788 1251 424 1232 2677 1360 2509 1609 2135 1017 1276 630 221 1044 912 370 505 1656,3
5239,2784 102 771 319 2706 1533 422 2808 280 1680 485 2275,1
5240,2202 132 238 2505 102 1156 1491 1388 700 2146 1775 259 1546 1661 2213 1491 989 1268 385 2712 2116 1843,3
5241,2169 1077 2524 1139 758 2475 1255 701 758 1775 1255 1781 2475 2820 1360 1947 335 2710 1775 113 1731 2810 2192 1684 1827,3
5242,102 2365 2067 2832 2187 2332 1285 1268 385 2418 1110 485 2155 1747 2475 259 1843 1978 173 2155 1208 417 2418 1110 1866 767 415,3
5243,1262 1816 2350 175 1391 2840 2299 520 2820 2764 424 776 2550 1533 102 1752 1355,2
5244,2345 797 2706 132 2537 1280 1267 2677 2275 574 2176 2657 1491 681 2749 258 1268 1679 2047 298 1843,1
5245,2660 1374 935 1857 1269 2757 2569 1866 148 926 968 457 737 2299 2335 1812 424 1193 1744 656,3
5246,2515 1731 755 1042 417 940 1017 535 197 940 2832 1521 2342 987 1238 1533 1735 2810 2558 2375 1360 681 1981 630 1781 1269 829 1844 2663,1
5247,570 1058 102 2564 1533 2606 102 1148 2176 2808 2621 1952 1090 1066 1680,1
5248,357 1521 1126 1360 1731 894 2578 1194 1843 485 2155 1747 2475 259 1007 287 2205 1193 2764,3
5249,570 302 1058 2845 1533 1735 2768 1190 2773 1098 417 1564 2399 1735 2845 2067 814 618 509 1609 674 1251 2845 1298 1042 1680 2418 1110 981 1575 1583 1265 2716,3
5250,1683 570 360 313 1126 1954 1978 1175 2666 143 178 2205 1193 570 1411 674 1642 2213 283 2075 2155 1747 2475 259 290 1386,3
5251,2345 1554 1143 495 2299 1267 102 1976 968 618 1491 1017 1276 630 2810 2558 2236 1865 2018 1421 1679 2823 1421 259 2192,1
5252,2456 1853 2634 1109 2155 2764 485 2155 1747 2475 259 1203 1437 2057 2067 893 422 1491 2472 2449 2041 1352 2712 2116 1843,3
5253,2660 1245 2051 1523 2432 647 1491 2196 2715 987 1631 2449 2041 102 2764 2064 2671 463,4
5254,509 174 1661 967 280 968 444 2405 2070 1360,1
5255,2180 1723 2366 2828 417 512 2155 1747 2475 259 2155 1747 2475 259 2180 270 422 197 1243 805 2182 681 197 968 893 422 102 412 2155 1747 2475 259,3
5256,1683 1935 974 1064 1126 1089 2331 1022 339 2250 1323 1251 1513 2546 1346 2467 1648,3
5257,1661 665 1358 1465 1238 758 1860 1744 1255 417 1661 2467 758 102 1517 1517 1517 1255 1491 1564 803 1017 1276 630 2558 290 1156 692 1437,3
5258,2272 758 445 815 2503 2701 1255 535 1680 1902 1583 695 771 2764 2346 1088 1388 700 2671 410 587 1223 1554 102,3
5259,2051 1156 2722 1121 1126 1025 2275 424 2832 421 1731 587 132 1042 1355 997 1844 2716 1017 1276 630 2146 1926 2507 2275 618 1610,2
5260,485 2155 1747 2475 259 1001 940 2196 2797 2480 2155 1747 2475 259 1422 1491 258 1050 1978,3
5261,570 1014 2146 177 451 788 2823 2631 2275 625 797 2706 2090 2405 2564 1533 221 2706 1567 695 1583 102 771,1
5262,380 1679 1418 1818 2764 1203 1866 485 2155 1747 2475 259 310 977,3
5263,940 1494 270 417 1872 1014 2155 2654 2810 2558 797 2706 292 1360 681 695 771 319 213 444 2405 246 758 692 2178 677 1255,1
5264,2411 1861 274 1182 681 2558 1465 1179 1935 681 417 2180 1907 1665 124 1514 2412 1860 2746 1491 356 992 1735 2706 1207 2244,3
5265,2537 1744 2706 1533 1207 2244 1437 1993 1544,3
5266,1265 126 1139 2664 2213 2784 102 2716 1491 2202 1025 272 1775 2510 174 132 1781 1866 894 2578 1262 1156 1843,3
5267,102 417 570 2140 2510 174 2314 1609 2371 2027 1014 2183 2392 2235,4
5268,681 2558 2427 635 238 1950 656 417 570 257 175 1391 2467 2702 2146 1775 2507 2746 1360 2509 1895 2329 1269 115 1938,3
5269,2051 1156 1914 1297 965 570 2140 1905 1025 2140 957 1017 1276 630 1661 1648 106 681 1491 2645 176 2140 2810 822 726 1514 2412 926 2754,3
5270,1765 797 987 2128 621 2820 2714 1232 2137 2041 2093 1491 1804 881 989 1268 385 1914 2667 2685 1843,1
5271,2156 2451 1681 2486 417 2156 2451 1648 1244 213 1682 2371 940 287,4
5272,2135 2422 485 2155 1747 2475 259 2394 2507 1620 1667 1491 2732 2192 913 2558 1520 2664 1194,3
5273,2051 1156 2722 1121 1126 1775 1987 1223 1001 940 2196 1661 737 2299 2213 2304 2764 1881 2372 1554 1143 2801 1487 1662 2392,2
5274,102 2715 221 631 1491 1866 2093 1775 797 2706 2027 1648 1843,3
5275,858 192 758 2400 912 1317 2063 1269 2820 2569 455 1255 1843 2845 1298 1877 2371 155 1661 1723 1532 776 2493 1371 923 2820 1494 1442 313 2795 1491 1694 655 1764 120 1269 2820 2569 455 285 338,3
5276,1881 2372 1554 1143 1662 2392 2550 1533 2275 102 2213 2784 1265 2716,2
5277,1514 559 2031 455 2509 688 1291 2629 1680 619 1602 2717 758 570 2140 2207 765 912 590 444 1243 1255 1524 772,4
5278,2845 1298 1576 1156 1126 2331 490 2810 681 2558 1156 1521 417 2537 2276 767 1112 1007 1532 293 2546 1491 2757 2569 2192 2299 422 2808 1514 190,3
5279,2275 1422 2090 2405 1856 2802 132 1781 2176 1223 1775 1987 1491 213 2067 814 2090 2405 1856 2802 132 1781 2176 2808 1902 1245 2442 940 102 2716 1661 175,1
5280,1863 2180 1151 1661 417 292 1139 1917 1583 1917 771 319 965 1265 1583 1265 771 319 424 1112,3
5281,485 2155 1747 2475 259 1491 1203 940 2051 904,3
5282,1661 1587 601 2058 2764 1020 175 1661 1360 1947,1
5283,485 2155 1747 2475 259 574 1661 132 1781 293 1269 2536 390 2202 272 1954 1978 2784 102 821 539 2155 1747 2475 259 940 2213,3
5284,1985 1978 1950 656 2764 1089 2250 1251 238 2166 1360 2775,3
5285,444 2405 2027 1641 2801 1245 1679 2509 688 858 2361 1194 894 2578 302 2730,1
5286,166 1360 2764 2550 1533 1661 1355 1223 447 1972 1491 1990 1978 681 2749 639 2332 165 1843,2
5287,758 2424 1952 987 1466 533 1255 1491 485 2155 1747 2475 259 1929 1043 1194,3
5288,2345 2660 1684 2437 1978 173 1267 2135 2422 2388 1600 596 1285 1491 2151 2654 2041 1805 780 987 1939 2663 1843,4
5289,1017 1276 630 2645 176 1161 1751 2706 1533 2722 1880 2764 132 1781 928 2746 2536 1860 1491 1775 2706 1533 780 1696 2754 173,3
5290,132 1781 1665 630 618 2079 1491 1747 1371 2341 2734 2146 1881 2372 1642 2213 1491 2504 539 2155 2712 2116 2479 2816,2
5291,860 1866 1950 656 1514 422 1491 2422 385 2845 1298 2155 1747 2475 259 2546 2658 2507 1491 490 2810 2155 1747 2475 259 259 2801 1141 1843 1978 173 2247 2299 1564 1679 2845 1298 1554 1143 554 674 481,3
5292,102 2375 2845 963 512 1212 313 102 1583 102 1583 102,1
5293,1754 1380 1705 1491 1987 1301 2820 987 758 1658 148 1255,3
5294,470 696 1592 681 417 1844 126 102 1212 106 681 2275 2180 1661 1648 1317 1244 639 981 1042 1112 1020 2480,4
5295,1533 1735 758 155 161 1661 915 1824 1255 2660 1245 535 424 1072 417 1592 681 2558 1860 2746 701 336,4
5296,2475 259 280 1437 102 2019 758 1517 2388 707 1255 987 452 674 1491 758 2388 707 1517 1255 780 2019 1014 1299,4
5297,260 215 827 1747 417 102 535 1090 1950 1288 1754 1857 1421 102 1583 102 2716 292 102 1820 1265 319,3
5298,1017 1276 630 166 2449 1550 1360 1491 2290 380 2155 1747 2475 259 2213 311 2764 681 2558 655 1161 2041 102 318 472 1630 987 758 589 2155 719 1255,3
5299,1029 1672 2146 1496 1103 2115 2146 1091 213 549 2146 240 2515 238 2166 1360 2775,4
5300,2564 1533 2051 1156 1126 635 821 2659 2004 2033 1420 509 174 967 2764 2646 535 1859 2422 797 2706 2314 1688 102 771,1
5301,2523 1093 1602 797 2706 1130 2617 270 417 258 2677 2140 2155 1747 2475 259 1978 1521 2342 974 1193 298 2784 1541,3
5302,1223 1775 1232 2089 1207 2244 940 1978 444 1243 1514 559 2509 688 635 814 2840 1661 814 2746,4
5303,2845 1298 1576 1156 1126 1388 700 1731 1584 681 2558 1156 1521 417 2671 737 2299 2250 1244 473 1122 1857 1514 1388 700 1554 1143 1541 1728 1754 2167,3
5304,758 864 700 1255 681 2749 1161 1437 1843 574 737 2299 1388 700 197 444 2405 2564 1533 238 1156 1514 1856 1491 1535 869 2660 1625 987 102 2146 1775 259 1546 936 197 893 422,3
5305,1775 2532 1929 2176 1787 120 1531 1683 287 132 1781 2564 1533 1978 173 758 404 163 1255,1
5306,327 1245 2275 1422 2746 1090 1066 1680 1567 1987 215 102 771 319,1
5307,1262 1661 353 2546 1360 1422 2744 285 338 876 451 417 353 1957 987 758 1388 700 926 1863 2419 2788 174 1255 2307 1445,3
5308,2845 1298 2660 737 2299 238 1856 2155 1747 2475 259 876 451 1592 681 2146 204 935 2146 1388 700 1731 1584 681 2558 1751 1033 2821,3
5309,1661 2304 2832 1856 1618 2706 444 2405 635 1981 287 954 947 485 2275 2332 1641 2783 2027 1648,1
5310,485 2155 1747 2475 259 574 1661 132 1781 571 1355 2784 1917 2716 1954 1978 2784 102 2155 1747 2475 259 1943 955,3
5311,570 2706 2845 1298 2155 1747 2475 259 1662 1987 2140 1291 1058 2845 2213 2784 102 2716,3
5312,2784 102 771 319 1491 1275 1965 485 2275,1
5313,1022 570 834 2324 2394 620 2584 2375 1978 1735 2706 1369 681 2768 772 102 1360 681 776 490,1
5314,102 535 1007 2140 2546 1747 2324 2394 1022 199 2656 2395 213 2755 2383 1583 102 412 539,3
5315,485 2155 1747 2475 259 574 1661 132 1781 1007 287 229 1535,3
5316,2342 773 1566 2678 132 1781 1504 1754 940 2660 1747 2116 1212 618 1355 102 319 2317 2539,3
5317,1251 2141 2823 1775 758 2706 1533 1693 1255 2027 1641 1514 1856 2816 2052 1429 2449 1731 336,1
5318,2345 947 1533 802 279 1267 1069 2808 175 1786 758 2721 1269 1255 2665 1987 987 1723 1744,4
5319,2326 299 311 677 858 2506 2371 2027 620 2584 1491 1445 2808 258 926 221 2178 1301 2810 2532,4
5320,589 238 1976 968 618 2550 1533 296 2390 1223 447 1972 1491 2510 174 2146 797 2706 758 394 2715 1954 238 1952 1255,2
5321,1647 2421 798 417 974 170 2510 174 681 968 1723 2744 221 830 1491 1268 385 1408 670 1775 2510 174 797 2706 2027 2108 1843,3
5322,132 1781 2564 1533 2456 2578 758 2348 1255 1491 1412 2043 2041 2456 1844 1156,1
5323,780 1696 1320 2247 987 2277 259 1546 805 1714 1491 1268 385 1765 2832 1775 259 1546 2546 1360 1950 2089 1843,3
5324,1952 124 2569 1521 417 1268 385 797 2706 758 1805 780 987 1255 1843,4
5325,587 1475 2155 1747 2475 259 681 2749 1161 1282 2660 1408 2715 1491 2172 2350 102 132 1781 1223 1903 1001 1775 1987 132 1212 1859 2484 1843,3
5326,421 765 2564 1533 1980 213 2194 417 1912 1935 485 2155 1747 2475 259 1978 173 1564 1679 1765 1996 692 2665 2422 804 2141,3
5327,2832 2124 1100 692 2084 2802 1491 1007 1655 2155 1747 2475 259 132 2754 2660 1122 940 2213 1491 1100 2427 1614 2213 681 2749,3
5328,367 302 298 632 758 1781 1411 963 2026 1255 926 221 1661 814 2746 2349 1475 173 1115 259 974 494 1334 1744 1609 1754 2545 1521,4
5329,2202 132 102 1156 1161 2108 2832 2124 1491 1058 2845 2146 644 2642 536 1683 1491 989 1268 385 2712 2116 1843,1
5330,2090 2405 2027 1641 272 954 1987 2275 1409 2569 455,1
5331,2646 1212 602 1683 417 1592 681 1554 1143 1614 163 1491 1554 1143 210 688 166 423,3
5332,2345 681 2558 412 1350 1230 1267 191 2089 2124 2507 2332 1641 2783 2027 1648 1700 472 1491 2810 2558 2236 1077 674 678 1487 397 1576,3
5333,758 2209 2407 1249 1255 1987 1491 2490 2660 1765 2209 1996 2751 1843 651 2456 2578 112 772 2764,1
5334,1952 124 2622 2397 417 2422 894 2578 1804 987 1765 797 2490 2041 2004 805 1891 422 1843,1
5335,2629 537 2318 132 1203 185 2442 2527 1491 1404 259 2509 688 2751 1843,3
5336,421 1731 1987 2275 1409 2606 102 1148 2392 1487 1042 2213 1491 1996 2126 1223 866 535 1139 2664 1775 1987,1
5337,485 2155 1747 2475 259 2546 1683 417 574 1661 132 1781 1665 630 1987 2546,3
5338,1683 570 360 313 1126 574 1661 132 1781 1987 2802 143 178 2331 490 2810 1554 1143 2205 1193 2663 2472 1554 1143 1662 1987,3
5339,2345 1978 173 2412 2361 1267 1161 1437 1453 968 1491 1514 1856 1404 2041 1261 1050 1843,3
5340,758 260 771 1966 397 1251 1255 1491 2427 1775,1
5341,1020 175 1985 1978 2764 570 160 1461 1866 175 1811 2265 2155 424 1232 2025 535 2331 490 2810 1747 2116,3
5342,102 1925 2273 2392 1487 2027 445 2155 1554 1143 1161 1550 1360 1665 630 509 174,1
5343,570 302 2250 797 417 1245 1679 602 418 1517 1970 170 1491 2546 1031 102 1360 1947 319 535,4
5344,2345 2155 1747 2475 259 1245 313 1267 102 1925 2273 1069 2808 1360 2192 1491 681 2558 1268 385 2509 688 1843,4
5345,2126 2192 1237 1313 2324 2574 987 758 2605 1552 1268 1625 2666 1255,4
5346,421 1731 587 1475 1642 1673 2764 1445 1978 1178 2578 2274 1843,3
5347,2481 447 421 1320 417 292 102 412 319 965 102 412 319 424 1112,3
5348,2132 833 926 2754 2146 155 833 1598 2629 1491 2845 1298 1694 1112 1161 1420 2051 967 1678 102 535 570 2140 2335 1812 1576 2793,3
5349,1533 1735 1978 173 1245 313 1555 2747 681 1544 1618 509 659 1491 2375 1978 1615 1437 2812 1043,1
5350,1412 1731 1625 726 1491 2660 173 1406 1965 987 758 2475 259 1255 437 2344,4
5351,2345 416 1592 1130 2617 1126 102 535 1947 148 1830 1267 2706 327 1978 173 417 2043 1316 2189 869 1491 424 313 2324 2240,3
5352,2660 287 1555 1262 1816 2350 758 1609 788 175 1391 1255 378 2303 1318 2664 1491 574 1661 132 1781 1007 287 238 1610,3
5353,1268 385 590 2783 1232 1609 1978 173 1299 1128 1491 1124 2660 539 758 2749 149 1043 1765 1255 987 797 2706 2314 1843,1
5354,2564 1533 2335 590 1775 1103 2071 1940 1126 1647 1661 2663 1775 535 656 1456 2365 1667 2764 2677 2275 587 1475 1437 2019 137 2373 1765 797 2751,1
5355,132 1781 2564 1533 102 1981 968 2564 1533 1491 2151 2634 399 2660 648 1843,1
5356,2345 2512 1618 797 2706 1514 2308 2442 1267 2318 132 1223 618 1903 1001 1775 1987 2764 587 1475 1404 259 2213 1843,3
5357,2564 1533 2051 1156 1126 2768 245 570 1058 102 940 1978 2764 1917 213 1625 2823 1494 2784 102 771,1
5358,681 2558 2427 1475 1073 336 2574 1895 2757 2569 949 422 589 2130 1976 968 618 859 2438 473 1122 1134 602,3
5359,1007 2140 2506 2660 1978 173 1514 2412 926 2754 1491 444 2089 1020 2558 681 2558 2427 2664 1775 2027 2108,3
5360,1388 700 987 1775 2660 2130 1245 1679 2664 1194 2751 1843,3
5361,2345 570 302 644 632 2564 1533 2550 2610 1267 1881 2372 2801 1978 1662 2392 2764 1859 1139 2508 302 2550 1533 2751 1843,2
5362,2345 695 126 1576 1156 965 1388 700 2732 1313 1267 2274 656 618 1017 535 1388 700 2536 1860 2027 1648,3
5363,2493 2079 1780 2276 1985 1978 417 1775 2757 331 2664 2456 2525 336 2820,3
5364,570 910 451 259 907 1025 102 1491 2422 451 1128 370 2394 1298 1491 2630 535 1527 114 1860 2489,3
5365,1291 2629 2146 1252 1262 358 1491 1775 968 2116,4
5366,2345 2140 1466 1873 375 2135 1267 2677 1291 1630 509 1409 2816 2052 1161 1731 2589 968 1491 160 313 737 2274 1156 1268 1679 2047 298,3
5367,102 535 1161 2213 102 2716 1843 1786 1544 1491 2646 539 2550 1533 1509 2307 1445 860 1866 1724 2586 1250 2639,2
5368,1765 797 1212 279 1678 1245 2660 2084 1245 155 1491 1538 1952 2634 137 2373 1124 1765 797 1843,1
5369,1291 2629 2768 830 2140 2810 2419 2788 445 2019 1708 2798 2373 2406 1494 1818,4
5370,302 215 724 1380 1430 343 417 1804 881 1912 1935 1609 1388 700 987 175 1786 238 2639 2041 894 2578 1843,3
5371,1926 2507 2741 1251 707 681 2558 1245 313 417 1978 173 1043 1122 940 2213 1491 2741 1673 102 1704 2508 513 613 2507 1947,4
5372,2681 696 946 1978 2755 1513 2546 2757 1094 680 620 2375 2845 857 2089 2749 924 134 313 1648 1244,1
5373,1388 700 132 1781 2456 2578 635 1491 860 1866 894 2578 2755 2637 1843,3
5374,1681 1225 885 417 327 1245 258 2427 2677 2667 1244 318 1238 1222 2146 2550 1533 1564 1679 143 178 914 424 1193,2
5375,1017 1276 630 2536 390 2392 1023 2764 681 2749 259 2790 422 2808 1843 1424 2274 574 1661 874 2477,3
5376,758 1262 1816 2350 1955 1050 1255 800 604 238 1223 1978 173 1491 1648 2790 1376 1680 1314 1978 1843,3
5377,1437 1533 2141 1535 422 2808 1857 1421 485 2155 1747 2475 259 2124 630 2155 1747 2475 259 1409 1249 586 997 1903 1001 1987 2802,3
5378,1765 797 128 1194 2536 2047 2714 1285 655 656 1843 1178 2578 1914 2667 758 621 2820 1255 1945 616 1843,1
5379,1804 2140 160 2757 2757 2569 318 2454 1632 2757 2569 601 601 1360 2192 2256 2256 1408 670 485 2155 1747 2475 259 318 1990 1978 681 2749,3
5380,2213 210 102 319 2646 1862 1843 2422 894 2578 765 2041 2213 1996 537 987 2155 765 635 1843,2
5381,2051 2092 1723 1744 1491 1700 1886 1533,1
5382,175 2228 2550 1533 945 2158 2558 2788 2832 2124 987 1320 2795,1
5383,570 2140 2558 911 1299 1491 2151 987 399 1950,3
5384,2466 2109 2618 1318 1386 2155 1166 1491 1765 797 2564 1533 1178 2578 619 1843,1
5385,357 1521 417 587 132 1355 2784 1265 2716 559 2371 2146 2276 2180 1661 1355 102 2716,3
5386,570 1058 313 417 680 2663 2250 1244 137 2299 2784 1935 2250 1323 2564 2285 1323 1656,4
5387,2051 1156 2722 1121 1126 1388 1790 681 2558 1514 2412 1228 2835 2155 1747 2475 259 1491 1388 1790 422 2808 1662 2392,4
5388,2564 2515 2749 313 688 417 485 2275 213 2304 143 178 2764 587 1223 1893 132 2564 1533 1270 1374 102 771,1
5389,2747 681 635 1747 1865 2832 512 618 1491 2375 1978 1453 968 1100 258 1042 2214,1
5390,1592 2260 1058 2845 417 2512 1618 1987 2412 451 814 1143 296 2390 611 772 1866 148 473 1122 1514 1269,4
5391,2383 1583 102 1212 260 412 2564 1533 2712 2116 1126 1661 968 2116 2764 1661 1077 866 1952 1514 1856 2456 577 539 1554 1143 2764,3
5392,1950 1507 587 1475 417 292 102 412 319 965 102 412 319 424 1112,3
5393,2278 1583 102 260 412 2564 1533 2712 2116 1126 1531 1856 1531 1856 2764 1661 1077 866 1952 1069 2808 1514 2764,3
5394,2345 534 2721 1207 968 965 2155 1747 2475 259 1245 313 1267 535 1445 1978 173 259 2790 191 399 2722 1315 1843,4
5395,1373 2457 370 700 1355 2784 2383 2716,3
5396,102 1295 2609 1813 2390 221 1144 2584 2172 859 2438 2196 1987 215 102 771 2677 319,3
5397,2051 1156 2722 1121 1126 2808 1223 1775 1987 2764 1437 2454 2550 1533 1212 534 2442 940 102 2677 319 2317 1045 1243,2
5398,2392 1682 2530 618 1491 2536 390 259 2790 1069 2808,3
5399,1127 2242 1126 1978 173 238 424 143 178 1491 619 2838 1404 2041 2350 1320 132 1781 2564 1533 1765 797 1843,1
5400,160 313 737 2664 1141 1491 2318 913 215 1862 102 1661 2304 2209 1996,3
5401,419 162 259 1546 417 292 1360 681 120 949 1818 1437 1533 1112 537 2365 397 1360 204 102 2716 2155 1747 2475 259 625,3
5402,570 2140 2331 490 2810 987 102 535 417 758 2395 814 1696 1255 1895 758 1775 814 1696 1255 1494 822,3
5403,2757 2569 1950 656 1514 422 1491 1323 2018 681 2558 422 2808 1193 154,3
5404,587 1661 2451 2517 1491 2019 1661 535 639 758 2102 210 1952 1255,4
5405,2140 1533 1058 2845 417 1564 2399 2550 1533 2275 258 2427 2664 1981 1193 845 681 2749,2
5406,1268 385 1461 590 2706 2810 1058 2025 1843,2
5407,1985 1978 238 1661 1950 656 2764 866 535 1902 1583 1902 412 771 319 680 620 2375 1491 2456 2660 1642 2737 197 238 1156 175 1786,3
5408,1954 1978 1954 1735 209 1567 2665 1935 2660 1494 1442 1212 1857 1514 2621 1583 102 771 319,1
5409,2564 1533 2051 1156 1126 1025 2275 1662 1990 1445 422 2808 2392 1487 2764 635 821 2564 1533 424 163 2784 102 2716,1
5410,574 1128 1952 2371 2027 2080 758 570 286 1255 1843 394 317 328 445 2051 2013 1491 635 2532 745 2609 655 2250 1244 857 2089,3
5411,2768 245 1902 821 587 1223 1554 2155 1747 2475 259 246 245,1
5412,2336 2284 915 2075 797 417 758 102 2336 2075 102 1255 424 1144 1533 1567 2422 1575 1583 1902 771 319 1491 292 1860 1144,1
5413,1017 1276 630 681 2558 102 160 313 1683 1156 417 634 1042 1857 1421 1149 1090 1950 910 1465 1179,3
5414,2051 1156 1554 1143 2736 1121 1126 1866 1076 1533 1519 1554 1143 1178 2578 2274 1843,2
5415,2326 299 258 660 574 1723 1532 1947 2546 102 102 2031 455,4
5416,1683 1935 974 1064 1126 2331 490 2810 1978 173 2427 2664 238 2166 302 2730,3
5417,424 1193 1744 656 2234 1661 175 295 1523 756 2468 102 535 2335 1812 2051 1156 809 1020,1
5418,1017 1276 630 681 2558 2801 1487 1661 2213 2764 1223 2558 1554 132 1355 380 1917 2716 1491 1404 639 2832 2124 635 128 1843,3
5419,2345 1554 1143 1914 1297 1267 1388 700 1554 1143 2536 390 2764 1445 1978 1178 2578 2274 1843,3
5420,1775 438 1175 1678 260 2299 904 538 1007 1532 1929 1680 102,4
5421,2706 2810 1541 1728 1491 1268 385 797 1212 327 2275 1978,1
5422,102 1583 102 1175 1521 1126 1775 259 1546 2507 1950 656 2664 1194 2764 618 1245 1661 2213 1043 1194 1843,3
5423,2780 696 417 1139 1320 2089 2155 1747 2475 259 2422 166 210 2732 1313 833 414 2493 1656 2660 245 238 1661 2399 1435 620 2584,4
5424,260 1958 2475 259 2638 2823 102 771 319 485 2130 1735 2706 859 2438 2784 102 771 319,4
5425,485 2155 1747 2475 259 2546 1683 417 574 1661 132 1781 1665 630 290 2546,3
5426,2202 132 1161 2299 1008 1363 102 1156 1491 2564 2250 2146 490 2810 2801 1487 2205 1193 1491 989 1268 385 2712 2116 1843,1
5427,2275 2180 1643 1244 1860 227 1491 2090 2405 758 1929 1683 1255 1491 2027 1641 2155 1208 417 1859 259 2041 2422 1194 893 422 788,1
5428,2297 1442 2819 1791 397 102 442 1950 974 298 102 1583 1265 2716 1491 2819 1791 397 987 1169 2664 989 1268 385 2141 1540 1843,4
5429,1388 700 1388 1790 1554 1143 1642 2213 2764 132 1781 115 1987 424 776 1491 681 2749 758 336 1194 1255 2751 1843,3
5430,625 2351 1744 656 1140 535 1491 1535 1950 2422 894 2578 1404 2438 1500 797 1843,4
5431,1649 2765 558 1805 2639 1350 1126 1161 2427 2536 390 2764 2845 1298 132 1781 772 1212 2213 2784 1902 1583 1265 2716 2764,3
5432,1585 164 2075 314 417 1564 2399 102 535 1639 991 1090 1950 910 981 102 412 319,3
5433,2345 947 1533 2512 1618 1267 509 1409 1517 102 2664 1141 1491 2318 132 102 1203 1203 681 1194 1843,3
5434,2051 1156 797 1664 1126 2564 1533 797 2706 2017 1355 537 1680 2456 416 1171 655 1171 1843,1
5435,1954 126 534 1090 2438 230 920 1491 1935 444 2405 2660 2705 817 2395 377 1188 655 1967 1491 2247 2630 2660 1245 1203 1355 102 2716 1491 2617 1631 385 1914 1843,4
5436,940 1494 270 417 2178 677 1317 2114 1780 2276 2768 860 2546 1360 102 771 319 213 444 2405 620 2584,1
5437,2008 2696 102 417 1981 639 1447 2158 1140 2666 442 1950 1249 2284 2812 1438 1867 1661,3
